Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
"Implementation Engineer, Associate",2025-02-12,https://jobright.ai/jobs/info/67ad06477f608ac85d3f3c34?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Columbus, OH",impact.com,1001-5000,"Business Development,Collaboration",$80000-$90000 /yr,"1. Self-starter with a focus on creating and/or refining operational processes
2. Voracious learner who is willing to be out of their comfort zone
3. Natural curiosity leading to a deep understanding of the client’s challenges
4. Passion for solving customer issues in a fast paced environment
5. Phenomenal problem-solving & troubleshooting skills
...",not sure,
"Software Engineer, Android App Development",2025-02-12,https://jobright.ai/jobs/info/67acf58179b5e44d60584285?utm_source=1100&utm_campaign=Software Engineering,On Site,DC-Washington-TWP Headquarters,The Washington Post,1001-5000,"Content,Digital Media",$98800-$164600 /yr,"1. Bachelor’s degree in Computer Science, engineering or related technical field or equivalent experience.
2. Strong grasp of computer science fundamentals, operating systems, algorithms, data structure, design principles.
3. Excellent verbal/written communication and collaboration skills.
4. Strong problem-solving skills.
5. Experience working with or prototyping with Android SDK.
...",not sure,
Graduate C++ Software Engineer,2025-02-12,https://jobright.ai/jobs/info/67acf711526b539f609c216f?utm_source=1100&utm_campaign=Software Engineering,On Site,"Miami, FL",Da Vinci,51-100,"Finance,Financial Services",$140K-$140K /yr,"1. A background in Computer Science or similar
2. Highly skilled in C++
3. Serious about code quality, taking full responsibility and accountability for your contributions
4. Practical and results-driven attitude
5. Good communication skills, with the ability to understand requirements and explain technical concepts to non-technical people
...",not sure,
Entry Level Software Engineer,2025-02-12,https://jobright.ai/jobs/info/67acd49f73788a65266cde94?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Greenlawn, NY",BAE Systems,5001-10000,"Aerospace,Manufacturing",$69K-$118K /yr,"1. Bachelor's Degree in Computer Science, Electrical Engineering, Computer Engineering, or other scientific degree with strong software content.
2. Strong problem-solving skills that translate to working, maintainable software.
3. Must be a US Citizen and be able to obtain a Secret clearance.",no,
Software Engineer - Tech Project,2025-02-11,https://jobright.ai/jobs/info/67ac3f836abf5efd0021a60f?utm_source=1100&utm_campaign=Software Engineering,On Site,"Two Westbrook Corporate Center, Westchester, IL, 60154, US",Ritchie Bros.,1001-5000,"Auctions,Construction",$72100.0-$108150.0 /yr,"1. High School Graduate
2. Experience in software development
3. Ability to develop/enhance/maintain software platforms
4. Familiarity with e-commerce software",not sure,
Associate Software Engineer - Tech Project,2025-02-11,https://jobright.ai/jobs/info/67ac3f836abf5efd0021a611?utm_source=1100&utm_campaign=Software Engineering,On Site,"Two Westbrook Corporate Center, Westchester, IL, 60154, US",Ritchie Bros.,1001-5000,"Auctions,Construction",$57680.0-$86520.0 /yr,"1. High School Graduate
2. Participating in various software development projects
3. Working on design specifications and project schedule
4. Playing an important role in the software development process
5. Being responsible for the completion of the project
...",not sure,
Software Engineer-Tech Project,2025-02-11,https://jobright.ai/jobs/info/67ac22b370f90929bd4f423a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Two Westbrook Corporate Center, Westchester, IL, 60154, US",Ritchie Bros.,1001-5000,"Auctions,Construction",$72100.0-$108150.0 /yr,"1. High School Graduate
2. Experience in software development
3. Ability to develop, enhance, and maintain software platforms
4. Familiarity with e-commerce software solutions
5. Understanding of heavy equipment, trucks, and capital assets",not sure,
"Forward Deployed Software Engineer, New Grad",2025-02-11,https://jobright.ai/jobs/info/67bfe784a565f0744114aed5?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"New York, NY",Palantir Technologies,1001-5000,"Analytics,Big Data",$135000-$145000 /yr,"1. Engineering background, preferred in fields such as Computer Science, Mathematics, Software Engineering, Physics, and Data Science.
2. Proficiency with one or more programming languages, such as Python, Java, C++, TypeScript/JavaScript, or similar.
3. Ability to continuously learn, work independently, and make decisions with minimal direction.
4. Ability to collaborate in teams of technical and non-technical individuals, and comfortable working in a constantly evolving environment with dynamic objectives and iteration with users.
5. An eagerness to creatively solve technical problems with data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools.
...",not sure,yes
"Software Engineer, C++ - Top Secret Clearance",2025-02-11,https://jobright.ai/jobs/info/67abb2b1a816223fb7ffd302?utm_source=1100&utm_campaign=Software Engineering,On Site,"Hawthorne, CA",SpaceX,10000+,"Advanced Materials,Aerospace",$120000-$145000 /yr,"1. Bachelor's degree in computer science, math, or engineering
2. 1+ years of experience in software development, programming in modern C++
3. Active Top Secret, Top Secret SCI, or DOE Level Q clearance",no,
Software Engineer Entry Level,2025-02-11,https://jobright.ai/jobs/info/67aba4a9465ec2c5228d250a?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Manassas, VA",General Dynamics Mission Systems,10000+,"Aerospace,Business Information Systems",$82K-$91K /yr,"1. Requires a Bachelor’s degree in Software Engineering, or a related Science, Engineering or Mathematics field.
2. Department of Defense Secret security clearance is required within a reasonable period of time.
3. Applicants selected will be subject to a U.S. Government security investigation and must meet eligibility requirements for access to classified information.
4. Due to the nature of work performed within our facilities, U.S. citizenship is required.",no,
Associate Frontend Engineer,2025-02-11,https://jobright.ai/jobs/info/67aba4a9465ec2c5228d2535?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",Cadent,251-500,"Advertising,Marketing",$100K-$115K /yr,"1. Proficiency in web development with React.
2. Experience with state management solution like Zustand or Redux.
3. Skilled with HTML, CSS, Javascript and Node package manager (npm).
4. Excellent oral and written communications skills and a strong customer service ethic.
5. The ideal candidate should have 1-5 years of experience.",not sure,
Software Engineer II - Mobile iOS (REMOTE),2025-02-11,https://jobright.ai/jobs/info/67ab6aadbe1a0c961554be39?utm_source=1100&utm_campaign=Software Engineering,Remote,Remote - US,DICK'S Sporting Goods,10000+,"Consumer Goods,E-Commerce",$76500-$124600 /yr,"1. Must demonstrate strong SwiftUI experience with large and complex application(s)
2. Exceptional Swift fundamentals
3. Asynchronous data retrieval using async/await and JSON format
4. Familiarity with Swiftlint, Combine, XCTest and unit testing
5. Functional and declarative programming methodology
...",not sure,
"C++ Software Engineer, Perception",2025-02-10,https://jobright.ai/jobs/info/67ae35241a062bde5e47e036?utm_source=1100&utm_campaign=Software Engineering,On Site,"Mountain View, CA",Aeva,251-500,"Automotive,Autonomous Vehicles",$154900-$209600 /yr,"1. MS or PhD in a relevant engineering program such as Computer Science, Applied Mathematics, Robotics, Electrical Engineering, etc.
2. 1 to 2 years of experience working with perception technologies or related industries
3. Highly skilled in C++ development and experience with the Linux environment
4. Skilled in scripting languages such as Python and Bash
5. Familiarity with basic linear algebra, non-linear solvers, and 3D geometry",not sure,
QA Analyst,2025-02-10,https://jobright.ai/jobs/info/67aad38399773d7d2098c6de?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"San Diego, CA",Daybreak Game Company LLC,501-1000,"Gamification,Gaming",$14-$17 /hr,"1. Knowledge of Microsoft Windows and Microsoft Office products (Outlook, Word, and Excel)
2. Experience with consoles (e.g., PlayStation, Xbox platforms)
3. Education High School Graduate or equivalent
4. Ability to follow verbal and written instructions
5. Strong analytical and organizational skills
...",not sure,
Assoc Engineer Software,2025-02-10,https://jobright.ai/jobs/info/67ccee62ef96c5048a8c354d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Clearwater, Minnesota","Telcom Construction, LLC",251-500,"Construction,Telecommunications",$50000-$65000 /yr,"1. To be 18 years of age or older
2. Authorization to work in the United States for this company
3. Associates degree in IT Software Development or equivalent work experience
4. Knowledge of and experience with Microsoft Access, Visual Studio, Database Management tools, basic database design, basic programming, Internet software, project management software, spreadsheets and word processing software.
5. Acute attention to detail
...",no,
"Web Developer, Intelligence Systems",2025-02-10,https://jobright.ai/jobs/info/67aa66302f1513602cfd14d2?utm_source=1100&utm_campaign=Software Engineering,On Site,"Reston, Virginia, United States",Anduril Industries,1001-5000,"Aerospace,Artificial Intelligence (AI)",$138000-$240000 /yr,"1. Degree in Computer Science, Information Technology, or related field, or equivalent experience.
2. Basic understanding of front-end technologies, including HTML5, CSS3, JavaScript, and TypeScript.
3. Familiarity with one or more JavaScript front-end frameworks such as React or Vue.
4. Familiarity with one or more lower-level coding language (C#, C++, C, Java).
5. Ability to investigate and identify root cause issues in web application performance, rendering, and functionality.
...",no,
Quality Assurance Specialist,2025-02-10,https://jobright.ai/jobs/info/67aa1e9a278a68fb3b0efb59?utm_source=1100&utm_campaign=Software Engineering,Hybrid,NYC Metro Area,Capitalize,11-50,"Finance,Financial Services",$90K-$120K /yr,"1. 1-3 years of experience in Quality Assurance or Software Testing.
2. Strong experience with manual testing, including functional, regression, and exploratory testing.
3. Familiarity with API testing tools like Postman and basic API validation.
4. Experience managing test cases, reporting bugs, and tracking issues in JIRA (or similar tools).
5. Some exposure to test automation (Selenium, Cypress, JUnit, etc.) or a strong interest in learning automation.
...",not sure,
C++ Software Engineer (USA),2025-02-08,https://jobright.ai/jobs/info/67a7c3bd63dd3fdf5446199e?utm_source=1100&utm_campaign=Software Engineering,On Site,"Stamford, CT",Trexquant Investment LP,51-100,"Marketing,Real Estate",,"1. A degree in Computer Science, Engineering, Mathematics, or a related field
2. 1+ years of experience writing production-quality code in C++ (C++ 17/20) with a deep understanding of data structures, algorithms, concurrency patterns, and numeric processing
3. Experience designing, implementing, and optimizing low-latency and high-throughput systems, particularly for financial applications.",not sure,
